local code,text,table_name,parent_varname,local code system,code,display,code system,comment
HP:0000400,Macrotia,subject,hpo_present,subject,HP:0000400,Macrotia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000405,Conductive hearing impairment,subject,hpo_present,subject,HP:0000405,Conductive hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0000407,Sensorineural hearing impairment,subject,hpo_present,subject,HP:0000407,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0000410,Mixed hearing impairment,subject,hpo_present,subject,HP:0000410,Mixed hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0000411,Protruding ear,subject,hpo_absent,subject,HP:0000411,Protruding ear,http://purl.obolibrary.org/obo/hp.owl,
HP:0000414,Bulbous nose,subject,hpo_present,subject,HP:0000414,Bulbous nose,http://purl.obolibrary.org/obo/hp.owl,
HP:0000418,Narrow nasal ridge,subject,hpo_present,subject,HP:0000418,Narrow nasal ridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0000419,Abnormality of the nasal septum,subject,hpo_absent,subject,HP:0000419,Abnormality of the nasal septum,http://purl.obolibrary.org/obo/hp.owl,
HP:0000421,Epistaxis,subject,hpo_present,subject,HP:0000421,Epistaxis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000422,Abnormal nasal bridge morphology,subject,hpo_absent,subject,HP:0000422,Abnormal nasal bridge morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000426,Prominent nasal bridge,subject,hpo_present,subject,HP:0000426,Prominent nasal bridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0000429,Abnormality of the nasal alae,subject,hpo_absent,subject,HP:0000429,Abnormality of the nasal alae,http://purl.obolibrary.org/obo/hp.owl,
HP:0000430,Underdeveloped nasal alae,subject,hpo_present,subject,HP:0000430,Underdeveloped nasal alae,http://purl.obolibrary.org/obo/hp.owl,
HP:0000431,Wide nasal bridge,subject,hpo_present,subject,HP:0000431,Wide nasal bridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0000436,Abnormality of the nasal tip,subject,hpo_absent,subject,HP:0000436,Abnormality of the nasal tip,http://purl.obolibrary.org/obo/hp.owl,
HP:0000437,Depressed nasal tip,subject,hpo_present,subject,HP:0000437,Depressed nasal tip,http://purl.obolibrary.org/obo/hp.owl,
HP:0000444,Convex nasal ridge,subject,hpo_present,subject,HP:0000444,Convex nasal ridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0000446,Narrow nasal bridge,subject,hpo_present,subject,HP:0000446,Narrow nasal bridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0000448,Prominent nose,subject,hpo_present,subject,HP:0000448,Prominent nose,http://purl.obolibrary.org/obo/hp.owl,
HP:0000452,Choanal stenosis,subject,hpo_present,subject,HP:0000452,Choanal stenosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000453,Choanal atresia,subject,hpo_present,subject,HP:0000453,Choanal atresia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000457,Depressed nasal ridge,subject,hpo_present,subject,HP:0000457,Depressed nasal ridge,http://purl.obolibrary.org/obo/hp.owl,
HP:0000463,Anteverted nares,subject,hpo_present,subject,HP:0000463,Anteverted nares,http://purl.obolibrary.org/obo/hp.owl,
HP:0000464,Abnormality of the neck,subject,hpo_absent,subject,HP:0000464,Abnormality of the neck,http://purl.obolibrary.org/obo/hp.owl,
HP:0000465,Webbed neck,subject,hpo_present,subject,HP:0000465,Webbed neck,http://purl.obolibrary.org/obo/hp.owl,
HP:0000470,Short neck,subject,hpo_present,subject,HP:0000470,Short neck,http://purl.obolibrary.org/obo/hp.owl,
HP:0000475,Broad neck,subject,hpo_present,subject,HP:0000475,Broad neck,http://purl.obolibrary.org/obo/hp.owl,
HP:0000476,Cystic hygroma,subject,hpo_present,subject,HP:0000476,Cystic hygroma,http://purl.obolibrary.org/obo/hp.owl,
HP:0000478,Abnormality of the eye,subject,hpo_present,subject,HP:0000478,Abnormality of the eye,http://purl.obolibrary.org/obo/hp.owl,
HP:0000479,Abnormal retinal morphology,subject,hpo_absent,subject,HP:0000479,Abnormal retinal morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000481,Abnormal cornea morphology,subject,hpo_absent,subject,HP:0000481,Abnormal cornea morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000482,Microcornea,subject,hpo_present,subject,HP:0000482,Microcornea,http://purl.obolibrary.org/obo/hp.owl,
HP:0000483,Astigmatism,subject,hpo_present,subject,HP:0000483,Astigmatism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000486,Strabismus,subject,hpo_present,subject,HP:0000486,Strabismus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000490,Deeply set eye,subject,hpo_present,subject,HP:0000490,Deeply set eye,http://purl.obolibrary.org/obo/hp.owl,
HP:0000492,Abnormal eyelid morphology,subject,hpo_absent,subject,HP:0000492,Abnormal eyelid morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000494,Downslanted palpebral fissures,subject,hpo_present,subject,HP:0000494,Downslanted palpebral fissures,http://purl.obolibrary.org/obo/hp.owl,
HP:0000496,Abnormality of eye movement,subject,hpo_present,subject,HP:0000496,Abnormality of eye movement,http://purl.obolibrary.org/obo/hp.owl,
HP:0000499,Abnormal eyelash morphology,subject,hpo_absent,subject,HP:0000499,Abnormal eyelash morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000501,Glaucoma,subject,hpo_present,subject,HP:0000501,Glaucoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0000502,Abnormal conjunctiva morphology,subject,hpo_absent,subject,HP:0000502,Abnormal conjunctiva morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000504,Abnormality of vision,subject,hpo_present,subject,HP:0000504,Abnormality of vision,http://purl.obolibrary.org/obo/hp.owl,
HP:0000505,Visual impairment,subject,hpo_present,subject,HP:0000505,Visual impairment,http://purl.obolibrary.org/obo/hp.owl,
HP:0000506,Telecanthus,subject,hpo_present,subject,HP:0000506,Telecanthus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000508,Ptosis,subject,hpo_present,subject,HP:0000508,Ptosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000510,Rod-cone dystrophy,subject,hpo_present,subject,HP:0000510,Rod-cone dystrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000512,Abnormal electroretinogram,subject,hpo_present,subject,HP:0000512,Abnormal electroretinogram,http://purl.obolibrary.org/obo/hp.owl,
HP:0000514,Slow saccadic eye movements,subject,hpo_present,subject,HP:0000514,Slow saccadic eye movements,http://purl.obolibrary.org/obo/hp.owl,
HP:0000517,Abnormality of the lens,subject,hpo_present,subject,HP:0000517,Abnormality of the lens,http://purl.obolibrary.org/obo/hp.owl,
HP:0000518,Cataract,subject,hpo_present,subject,HP:0000518,Cataract,http://purl.obolibrary.org/obo/hp.owl,
HP:0000519,Developmental cataract,subject,hpo_present,subject,HP:0000519,Developmental cataract,http://purl.obolibrary.org/obo/hp.owl,
HP:0000520,Proptosis,subject,hpo_present,subject,HP:0000520,Proptosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000522,Alacrima,subject,hpo_present,subject,HP:0000522,Alacrima,http://purl.obolibrary.org/obo/hp.owl,
HP:0000525,Abnormality iris morphology,subject,hpo_absent,subject,HP:0000525,Abnormality iris morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000527,Long eyelashes,subject,hpo_present,subject,HP:0000527,Long eyelashes,http://purl.obolibrary.org/obo/hp.owl,
HP:0000528,Anophthalmia,subject,hpo_present,subject,HP:0000528,Anophthalmia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000529,Progressive visual loss,subject,hpo_present,subject,HP:0000529,Progressive visual loss,http://purl.obolibrary.org/obo/hp.owl,
HP:0000534,Abnormal eyebrow morphology,subject,hpo_absent,subject,HP:0000534,Abnormal eyebrow morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000535,Sparse and thin eyebrow,subject,hpo_present,subject,HP:0000535,Sparse and thin eyebrow,http://purl.obolibrary.org/obo/hp.owl,
HP:0000537,Epicanthus inversus,subject,hpo_present,subject,HP:0000537,Epicanthus inversus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000540,Hypermetropia,subject,hpo_present,subject,HP:0000540,Hypermetropia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000541,Retinal detachment,subject,hpo_present,subject,HP:0000541,Retinal detachment,http://purl.obolibrary.org/obo/hp.owl,
HP:0000543,Optic disc pallor,subject,hpo_present,subject,HP:0000543,Optic disc pallor,http://purl.obolibrary.org/obo/hp.owl,
HP:0000545,Myopia,subject,hpo_present,subject,HP:0000545,Myopia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000554,Uveitis,subject,hpo_present,subject,HP:0000554,Uveitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000561,Absent eyelashes,subject,hpo_present,subject,HP:0000561,Absent eyelashes,http://purl.obolibrary.org/obo/hp.owl,
HP:0000565,Esotropia,subject,hpo_present,subject,HP:0000565,Esotropia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000567,Chorioretinal coloboma,subject,hpo_present,subject,HP:0000567,Chorioretinal coloboma,http://purl.obolibrary.org/obo/hp.owl,
HP:0000568,Microphthalmia,subject,hpo_present,subject,HP:0000568,Microphthalmia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000573,Retinal hemorrhage,subject,hpo_present,subject,HP:0000573,Retinal hemorrhage,http://purl.obolibrary.org/obo/hp.owl,
HP:0000574,Thick eyebrow,subject,hpo_present,subject,HP:0000574,Thick eyebrow,http://purl.obolibrary.org/obo/hp.owl,
HP:0000577,Exotropia,subject,hpo_present,subject,HP:0000577,Exotropia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000579,Nasolacrimal duct obstruction,subject,hpo_present,subject,HP:0000579,Nasolacrimal duct obstruction,http://purl.obolibrary.org/obo/hp.owl,
HP:0000580,Pigmentary retinopathy,subject,hpo_present,subject,HP:0000580,Pigmentary retinopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000581,Blepharophimosis,subject,hpo_present,subject,HP:0000581,Blepharophimosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000582,Upslanted palpebral fissure,subject,hpo_present,subject,HP:0000582,Upslanted palpebral fissure,http://purl.obolibrary.org/obo/hp.owl,
HP:0000586,Shallow orbits,subject,hpo_present,subject,HP:0000586,Shallow orbits,http://purl.obolibrary.org/obo/hp.owl,
HP:0000587,Abnormality of the optic nerve,subject,hpo_absent,subject,HP:0000587,Abnormality of the optic nerve,http://purl.obolibrary.org/obo/hp.owl,
HP:0000588,Optic disc coloboma,subject,hpo_present,subject,HP:0000588,Optic disc coloboma,http://purl.obolibrary.org/obo/hp.owl,
HP:0000591,Abnormal sclera morphology,subject,hpo_absent,subject,HP:0000591,Abnormal sclera morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000592,Blue sclerae,subject,hpo_present,subject,HP:0000592,Blue sclerae,http://purl.obolibrary.org/obo/hp.owl,
HP:0000593,Abnormal anterior chamber morphology,subject,hpo_absent,subject,HP:0000593,Abnormal anterior chamber morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000598,Abnormality of the ear,subject,hpo_absent,subject,HP:0000598,Abnormality of the ear,http://purl.obolibrary.org/obo/hp.owl,
HP:0000600,Abnormality of the pharynx,subject,hpo_absent,subject,HP:0000600,Abnormality of the pharynx,http://purl.obolibrary.org/obo/hp.owl,
HP:0000601,Hypotelorism,subject,hpo_present,subject,HP:0000601,Hypotelorism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000602,Ophthalmoplegia,subject,hpo_present,subject,HP:0000602,Ophthalmoplegia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000603,Central scotoma,subject,hpo_present,subject,HP:0000603,Central scotoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0000606,Abnormality of the periorbital region,subject,hpo_absent,subject,HP:0000606,Abnormality of the periorbital region,http://purl.obolibrary.org/obo/hp.owl,
HP:0000609,Optic nerve hypoplasia,subject,hpo_present,subject,HP:0000609,Optic nerve hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000612,Iris coloboma,subject,hpo_present,subject,HP:0000612,Iris coloboma,http://purl.obolibrary.org/obo/hp.owl,
HP:0000613,Photophobia,subject,hpo_present,subject,HP:0000613,Photophobia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000614,Abnormal nasolacrimal system morphology,subject,hpo_absent,subject,HP:0000614,Abnormal nasolacrimal system morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000615,Abnormal pupil morphology,subject,hpo_absent,subject,HP:0000615,Abnormal pupil morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000618,Blindness,subject,hpo_present,subject,HP:0000618,Blindness,http://purl.obolibrary.org/obo/hp.owl,
HP:0000622,Blurred vision,subject,hpo_present,subject,HP:0000622,Blurred vision,http://purl.obolibrary.org/obo/hp.owl,
HP:0000629,Periorbital fullness,subject,hpo_present,subject,HP:0000629,Periorbital fullness,http://purl.obolibrary.org/obo/hp.owl,
HP:0000637,Long palpebral fissure,subject,hpo_present,subject,HP:0000637,Long palpebral fissure,http://purl.obolibrary.org/obo/hp.owl,
HP:0000639,Nystagmus,subject,hpo_present,subject,HP:0000639,Nystagmus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000641,Dysmetric saccades,subject,hpo_present,subject,HP:0000641,Dysmetric saccades,http://purl.obolibrary.org/obo/hp.owl,
HP:0000646,Amblyopia,subject,hpo_absent,subject,HP:0000646,Amblyopia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000647,Sclerocornea,subject,hpo_present,subject,HP:0000647,Sclerocornea,http://purl.obolibrary.org/obo/hp.owl,
HP:0000648,Optic atrophy,subject,hpo_present,subject,HP:0000648,Optic atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000649,Abnormality of visual evoked potentials,subject,hpo_present,subject,HP:0000649,Abnormality of visual evoked potentials,http://purl.obolibrary.org/obo/hp.owl,
HP:0000653,Sparse eyelashes,subject,hpo_present,subject,HP:0000653,Sparse eyelashes,http://purl.obolibrary.org/obo/hp.owl,
HP:0000657,Oculomotor apraxia,subject,hpo_present,subject,HP:0000657,Oculomotor apraxia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000664,Synophrys,subject,hpo_present,subject,HP:0000664,Synophrys,http://purl.obolibrary.org/obo/hp.owl,
HP:0000666,Horizontal nystagmus,subject,hpo_present,subject,HP:0000666,Horizontal nystagmus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000668,Hypodontia,subject,hpo_present,subject,HP:0000668,Hypodontia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000670,Carious teeth,subject,hpo_present,subject,HP:0000670,Carious teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000677,Oligodontia,subject,hpo_present,subject,HP:0000677,Oligodontia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000678,Dental crowding,subject,hpo_present,subject,HP:0000678,Dental crowding,http://purl.obolibrary.org/obo/hp.owl,
HP:0000682,Abnormal dental enamel morphology,subject,hpo_present,subject,HP:0000682,Abnormal dental enamel morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000684,Delayed eruption of teeth,subject,hpo_present,subject,HP:0000684,Delayed eruption of teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000687,Widely spaced teeth,subject,hpo_present,subject,HP:0000687,Widely spaced teeth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000691,Microdontia,subject,hpo_present,subject,HP:0000691,Microdontia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000698,Conical tooth,subject,hpo_present,subject,HP:0000698,Conical tooth,http://purl.obolibrary.org/obo/hp.owl,
HP:0000699,Diastema,subject,hpo_present,subject,HP:0000699,Diastema,http://purl.obolibrary.org/obo/hp.owl,
HP:0000703,Dentinogenesis imperfecta,subject,hpo_present,subject,HP:0000703,Dentinogenesis imperfecta,http://purl.obolibrary.org/obo/hp.owl,
HP:0000705,Amelogenesis imperfecta,subject,hpo_present,subject,HP:0000705,Amelogenesis imperfecta,http://purl.obolibrary.org/obo/hp.owl,
HP:0000707,Abnormality of the nervous system,subject,hpo_absent,subject,HP:0000707,Abnormality of the nervous system,http://purl.obolibrary.org/obo/hp.owl,
HP:0000708,Behavioral abnormality,subject,hpo_absent,subject,HP:0000708,Behavioral abnormality,http://purl.obolibrary.org/obo/hp.owl,
HP:0000710,Hyperorality,subject,hpo_present,subject,HP:0000710,Hyperorality,http://purl.obolibrary.org/obo/hp.owl,
HP:0000713,Agitation,subject,hpo_present,subject,HP:0000713,Agitation,http://purl.obolibrary.org/obo/hp.owl,
HP:0000716,Depression,subject,hpo_present,subject,HP:0000716,Depression,http://purl.obolibrary.org/obo/hp.owl,
HP:0000717,Autism,subject,hpo_present,subject,HP:0000717,Autism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000718,Aggressive behavior,subject,hpo_present,subject,HP:0000718,Aggressive behavior,http://purl.obolibrary.org/obo/hp.owl,
HP:0000720,Mood swings,subject,hpo_present,subject,HP:0000720,Mood swings,http://purl.obolibrary.org/obo/hp.owl,
HP:0000722,Obsessive-compulsive behavior,subject,hpo_present,subject,HP:0000722,Obsessive-compulsive behavior,http://purl.obolibrary.org/obo/hp.owl,
HP:0000723,Restrictive behavior,subject,hpo_present,subject,HP:0000723,Restrictive behavior,http://purl.obolibrary.org/obo/hp.owl,
HP:0000728,Impaired ability to form peer relationships,subject,hpo_present,subject,HP:0000728,Impaired ability to form peer relationships,http://purl.obolibrary.org/obo/hp.owl,
HP:0000729,Autistic behavior,subject,hpo_present,subject,HP:0000729,Autistic behavior,http://purl.obolibrary.org/obo/hp.owl,
HP:0000733,Stereotypy,subject,hpo_present,subject,HP:0000733,Stereotypy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000736,Short attention span,subject,hpo_present,subject,HP:0000736,Short attention span,http://purl.obolibrary.org/obo/hp.owl,
HP:0000737,Irritability,subject,hpo_present,subject,HP:0000737,Irritability,http://purl.obolibrary.org/obo/hp.owl,
HP:0000739,Anxiety,subject,hpo_present,subject,HP:0000739,Anxiety,http://purl.obolibrary.org/obo/hp.owl,
HP:0000741,Apathy,subject,hpo_present,subject,HP:0000741,Apathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000750,Delayed speech and language development,subject,hpo_present,subject,HP:0000750,Delayed speech and language development,http://purl.obolibrary.org/obo/hp.owl,
HP:0000752,Hyperactivity,subject,hpo_present,subject,HP:0000752,Hyperactivity,http://purl.obolibrary.org/obo/hp.owl,
HP:0000759,Abnormal peripheral nervous system morphology,subject,hpo_absent,subject,HP:0000759,Abnormal peripheral nervous system morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000763,Sensory neuropathy,subject,hpo_present,subject,HP:0000763,Sensory neuropathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0000765,Abnormal thorax morphology,subject,hpo_absent,subject,HP:0000765,Abnormal thorax morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000766,Abnormal sternum morphology,subject,hpo_absent,subject,HP:0000766,Abnormal sternum morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000767,Pectus excavatum,subject,hpo_present,subject,HP:0000767,Pectus excavatum,http://purl.obolibrary.org/obo/hp.owl,
HP:0000768,Pectus carinatum,subject,hpo_present,subject,HP:0000768,Pectus carinatum,http://purl.obolibrary.org/obo/hp.owl,
HP:0000769,Abnormality of the breast,subject,hpo_present,subject,HP:0000769,Abnormality of the breast,http://purl.obolibrary.org/obo/hp.owl,
HP:0000771,Gynecomastia,subject,hpo_present,subject,HP:0000771,Gynecomastia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000772,Abnormality of the ribs,subject,hpo_absent,subject,HP:0000772,Abnormality of the ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0000773,Short ribs,subject,hpo_present,subject,HP:0000773,Short ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0000774,Narrow chest,subject,hpo_present,subject,HP:0000774,Narrow chest,http://purl.obolibrary.org/obo/hp.owl,
HP:0000775,Abnormality of the diaphragm,subject,hpo_absent,subject,HP:0000775,Abnormality of the diaphragm,http://purl.obolibrary.org/obo/hp.owl,
HP:0000776,Congenital diaphragmatic hernia,subject,hpo_present,subject,HP:0000776,Congenital diaphragmatic hernia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000777,Abnormality of the thymus,subject,hpo_absent,subject,HP:0000777,Abnormality of the thymus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000782,Abnormal scapula morphology,subject,hpo_absent,subject,HP:0000782,Abnormal scapula morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000786,Primary amenorrhea,subject,hpo_present,subject,HP:0000786,Primary amenorrhea,http://purl.obolibrary.org/obo/hp.owl,
HP:0000787,Nephrolithiasis,subject,hpo_present,subject,HP:0000787,Nephrolithiasis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000795,Abnormality of the urethra,subject,hpo_absent,subject,HP:0000795,Abnormality of the urethra,http://purl.obolibrary.org/obo/hp.owl,
HP:0000802,Impotence,subject,hpo_present,subject,HP:0000802,Impotence,http://purl.obolibrary.org/obo/hp.owl,
HP:0000805,Enuresis,subject,hpo_present,subject,HP:0000805,Enuresis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000807,Glandular hypospadias,subject,hpo_present,subject,HP:0000807,Glandular hypospadias,http://purl.obolibrary.org/obo/hp.owl,
HP:0000808,Penoscrotal hypospadias,subject,hpo_present,subject,HP:0000808,Penoscrotal hypospadias,http://purl.obolibrary.org/obo/hp.owl,
HP:0000813,Bicornuate uterus,subject,hpo_present,subject,HP:0000813,Bicornuate uterus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000817,Poor eye contact,subject,hpo_present,subject,HP:0000817,Poor eye contact,http://purl.obolibrary.org/obo/hp.owl,
HP:0000818,Abnormality of the endocrine system,subject,hpo_absent,subject,HP:0000818,Abnormality of the endocrine system,http://purl.obolibrary.org/obo/hp.owl,
HP:0000819,Diabetes mellitus,subject,hpo_present,subject,HP:0000819,Diabetes mellitus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000820,Abnormality of the thyroid gland,subject,hpo_absent,subject,HP:0000820,Abnormality of the thyroid gland,http://purl.obolibrary.org/obo/hp.owl,
HP:0000821,Hypothyroidism,subject,hpo_present,subject,HP:0000821,Hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000822,Hypertension,subject,hpo_present,subject,HP:0000822,Hypertension,http://purl.obolibrary.org/obo/hp.owl,
HP:0000823,Delayed puberty,subject,hpo_present,subject,HP:0000823,Delayed puberty,http://purl.obolibrary.org/obo/hp.owl,
HP:0000824,Decreased response to growth hormone stimuation test,subject,hpo_present,subject,HP:0000824,Decreased response to growth hormone stimuation test,http://purl.obolibrary.org/obo/hp.owl,
HP:0000826,Precocious puberty,subject,hpo_present,subject,HP:0000826,Precocious puberty,http://purl.obolibrary.org/obo/hp.owl,
HP:0000828,Abnormality of the parathyroid gland,subject,hpo_absent,subject,HP:0000828,Abnormality of the parathyroid gland,http://purl.obolibrary.org/obo/hp.owl,
HP:0000831,Insulin-resistant diabetes mellitus,subject,hpo_present,subject,HP:0000831,Insulin-resistant diabetes mellitus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000834,Abnormality of the adrenal glands,subject,hpo_absent,subject,HP:0000834,Abnormality of the adrenal glands,http://purl.obolibrary.org/obo/hp.owl,
HP:0000836,Hyperthyroidism,subject,hpo_present,subject,HP:0000836,Hyperthyroidism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000845,Elevated circulating growth hormone concentration,subject,hpo_present,subject,HP:0000845,Elevated circulating growth hormone concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0000846,Adrenal insufficiency,subject,hpo_present,subject,HP:0000846,Adrenal insufficiency,http://purl.obolibrary.org/obo/hp.owl,
HP:0000853,Goiter,subject,hpo_present,subject,HP:0000853,Goiter,http://purl.obolibrary.org/obo/hp.owl,
HP:0000863,Central diabetes insipidus,subject,hpo_present,subject,HP:0000863,Central diabetes insipidus,http://purl.obolibrary.org/obo/hp.owl,
HP:0000871,Panhypopituitarism,subject,hpo_present,subject,HP:0000871,Panhypopituitarism,http://purl.obolibrary.org/obo/hp.owl,
HP:0000883,Thin ribs,subject,hpo_present,subject,HP:0000883,Thin ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0000885,Broad ribs,subject,hpo_present,subject,HP:0000885,Broad ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0000887,Cupped ribs,subject,hpo_present,subject,HP:0000887,Cupped ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0000889,Abnormal clavicle morphology,subject,hpo_absent,subject,HP:0000889,Abnormal clavicle morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000891,Cervical ribs,subject,hpo_present,subject,HP:0000891,Cervical ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0000902,Rib fusion,subject,hpo_present,subject,HP:0000902,Rib fusion,http://purl.obolibrary.org/obo/hp.owl,
HP:0000914,Shield chest,subject,hpo_present,subject,HP:0000914,Shield chest,http://purl.obolibrary.org/obo/hp.owl,
HP:0000921,Missing ribs,subject,hpo_present,subject,HP:0000921,Missing ribs,http://purl.obolibrary.org/obo/hp.owl,
HP:0000924,Abnormality of the skeletal system,subject,hpo_absent,subject,HP:0000924,Abnormality of the skeletal system,http://purl.obolibrary.org/obo/hp.owl,
HP:0000925,Abnormality of the vertebral column,subject,hpo_absent,subject,HP:0000925,Abnormality of the vertebral column,http://purl.obolibrary.org/obo/hp.owl,
HP:0000926,Platyspondyly,subject,hpo_present,subject,HP:0000926,Platyspondyly,http://purl.obolibrary.org/obo/hp.owl,
HP:0000927,Abnormality of skeletal maturation,subject,hpo_present,subject,HP:0000927,Abnormality of skeletal maturation,http://purl.obolibrary.org/obo/hp.owl,
HP:0000929,Abnormal skull morphology,subject,hpo_absent,subject,HP:0000929,Abnormal skull morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0000938,Osteopenia,subject,hpo_present,subject,HP:0000938,Osteopenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000939,Osteoporosis,subject,hpo_present,subject,HP:0000939,Osteoporosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000944,Abnormality of the metaphysis,subject,hpo_present,subject,HP:0000944,Abnormality of the metaphysis,http://purl.obolibrary.org/obo/hp.owl,
HP:0000946,Hypoplastic ilia,subject,hpo_present,subject,HP:0000946,Hypoplastic ilia,http://purl.obolibrary.org/obo/hp.owl,
HP:0000951,Abnormality of the skin,subject,hpo_absent,subject,HP:0000951,Abnormality of the skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0000952,Jaundice,subject,hpo_present,subject,HP:0000952,Jaundice,http://purl.obolibrary.org/obo/hp.owl,
HP:0000953,Hyperpigmentation of the skin,subject,hpo_present,subject,HP:0000953,Hyperpigmentation of the skin,http://purl.obolibrary.org/obo/hp.owl,
HP:0000954,Single transverse palmar crease,subject,hpo_present,subject,HP:0000954,Single transverse palmar crease,http://purl.obolibrary.org/obo/hp.owl,
HP:0000956,Acanthosis nigricans,subject,hpo_present,subject,HP:0000956,Acanthosis nigricans,http://purl.obolibrary.org/obo/hp.owl,
HP:0000957,Cafe-au-lait spot,subject,hpo_present,subject,HP:0000957,Cafe-au-lait spot,http://purl.obolibrary.org/obo/hp.owl,
HP:0000958,Dry skin,subject,hpo_present,subject,HP:0000958,Dry skin,http://purl.obolibrary.org/obo/hp.owl,
